MeSH Headings	Freq	StartYear	EndYear	Database	TermType
HOMOSEXUALITY	9	1990	1999	MEDLINE-WOS	mesh
INTERNATIONAL AGENCIES	9	1990	1999	MEDLINE-WOS	mesh
MEMORY	9	1990	1999	MEDLINE-WOS	mesh
NUTRITIONAL PHYSIOLOGICAL PHENOMENA	9	1990	1999	MEDLINE-WOS	mesh
PHYSICIAN PATIENT RELATIONS	9	1990	1999	MEDLINE-WOS	mesh
PUBLIC HEALTH	9	1990	1999	MEDLINE-WOS	mesh
RESEARCH DESIGN	9	1990	1999	MEDLINE-WOS	mesh
SOCIAL BEHAVIOR	9	1990	1999	MEDLINE-WOS	mesh
SOCIAL CHANGE	9	1990	1999	MEDLINE-WOS	mesh
SOUTH AMERICA	9	1990	1999	MEDLINE-WOS	mesh
ADOLESCENT BEHAVIOR	8	1990	1999	MEDLINE-WOS	mesh
AFRICA WESTERN	8	1990	1999	MEDLINE-WOS	mesh
AGED 80 AND OVER	8	1990	1999	MEDLINE-WOS	mesh
BIRTH RATE	8	1990	1999	MEDLINE-WOS	mesh
CRIME	8	1990	1999	MEDLINE-WOS	mesh
CURRICULUM	8	1990	1999	MEDLINE-WOS	mesh
DECISION MAKING	8	1990	1999	MEDLINE-WOS	mesh
DISEASE OUTBREAKS	8	1990	1999	MEDLINE-WOS	mesh
HEALTH BEHAVIOR	8	1990	1999	MEDLINE-WOS	mesh
MASS SCREENING	8	1990	1999	MEDLINE-WOS	mesh
MIDDLE EAST	8	1990	1999	MEDLINE-WOS	mesh
NUTRITIONAL SCIENCES	8	1990	1999	MEDLINE-WOS	mesh
RETENTION PSYCHOLOGY	8	1990	1999	MEDLINE-WOS	mesh
RUSSIA	8	1990	1999	MEDLINE-WOS	mesh
SMOKING PREVENTION	8	1990	1999	MEDLINE-WOS	mesh
TELEVISION	8	1990	1999	MEDLINE-WOS	mesh
USSR	8	1990	1999	MEDLINE-WOS	mesh
VACCINATION	8	1990	1999	MEDLINE-WOS	mesh
VIOLENCE	8	1990	1999	MEDLINE-WOS	mesh
ALCOHOL DRINKING	7	1990	1999	MEDLINE-WOS	mesh
AUSTRALIA	7	1990	1999	MEDLINE-WOS	mesh
BRAZIL	7	1990	1999	MEDLINE-WOS	mesh
CARDIOVASCULAR DISEASES	7	1990	1999	MEDLINE-WOS	mesh
CHRISTIANITY	7	1990	1999	MEDLINE-WOS	mesh
FOCUS GROUPS	7	1990	1999	MEDLINE-WOS	mesh
GOVERNMENT PROGRAMS	7	1990	1999	MEDLINE-WOS	mesh
HEALTH PLANNING GUIDELINES	7	1990	1999	MEDLINE-WOS	mesh
IMMUNIZATION	7	1990	1999	MEDLINE-WOS	mesh
MARRIAGE	7	1990	1999	MEDLINE-WOS	mesh
MENTAL DISORDERS	7	1990	1999	MEDLINE-WOS	mesh
NIGERIA	7	1990	1999	MEDLINE-WOS	mesh
PAIN	7	1990	1999	MEDLINE-WOS	mesh
PATIENT COMPLIANCE	7	1990	1999	MEDLINE-WOS	mesh
POPULATION GROWTH	7	1990	1999	MEDLINE-WOS	mesh
REPRODUCTION	7	1990	1999	MEDLINE-WOS	mesh
RISK TAKING	7	1990	1999	MEDLINE-WOS	mesh
STERILIZATION REPRODUCTIVE	7	1990	1999	MEDLINE-WOS	mesh
THERAPEUTICS	7	1990	1999	MEDLINE-WOS	mesh
UNITED NATIONS	7	1990	1999	MEDLINE-WOS	mesh
WOMEN S HEALTH	7	1990	1999	MEDLINE-WOS	mesh
ATTENTION	6	1990	1999	MEDLINE-WOS	mesh
BREAST NEOPLASMS	6	1990	1999	MEDLINE-WOS	mesh
CLINICAL COMPETENCE	6	1990	1999	MEDLINE-WOS	mesh
CULTURAL CHARACTERISTICS	6	1990	1999	MEDLINE-WOS	mesh
ETHICS MEDICAL	6	1990	1999	MEDLINE-WOS	mesh
FAMILY RELATIONS	6	1990	1999	MEDLINE-WOS	mesh
FINANCIAL MANAGEMENT	6	1990	1999	MEDLINE-WOS	mesh
GENDER IDENTITY	6	1990	1999	MEDLINE-WOS	mesh
GEOGRAPHY	6	1990	1999	MEDLINE-WOS	mesh
HEALTH MANPOWER	6	1990	1999	MEDLINE-WOS	mesh
HISTORY 18TH CENTURY	6	1990	1999	MEDLINE-WOS	mesh
HUMAN RIGHTS	6	1990	1999	MEDLINE-WOS	mesh
INCIDENCE	6	1990	1999	MEDLINE-WOS	mesh
INTERPROFESSIONAL RELATIONS	6	1990	1999	MEDLINE-WOS	mesh
ITALY	6	1990	1999	MEDLINE-WOS	mesh
LIFE STYLE	6	1990	1999	MEDLINE-WOS	mesh
MORTALITY	6	1990	1999	MEDLINE-WOS	mesh
MOTIVATION	6	1990	1999	MEDLINE-WOS	mesh
PARENTS	6	1990	1999	MEDLINE-WOS	mesh
PEER GROUP	6	1990	1999	MEDLINE-WOS	mesh
PERSONALITY	6	1990	1999	MEDLINE-WOS	mesh
PERSUASIVE COMMUNICATION	6	1990	1999	MEDLINE-WOS	mesh
PHARMACEUTICAL PREPARATIONS	6	1990	1999	MEDLINE-WOS	mesh
PHILIPPINES	6	1990	1999	MEDLINE-WOS	mesh
PSYCHIATRY	6	1990	1999	MEDLINE-WOS	mesh
REPRODUCIBILITY OF RESULTS	6	1990	1999	MEDLINE-WOS	mesh
SEXUALITY	6	1990	1999	MEDLINE-WOS	mesh
TRANSIENTS AND MIGRANTS	6	1990	1999	MEDLINE-WOS	mesh
AUDIOVISUAL AIDS	5	1990	1999	MEDLINE-WOS	mesh
BIAS	5	1990	1999	MEDLINE-WOS	mesh
CHRONIC DISEASE	5	1990	1999	MEDLINE-WOS	mesh
COMMUNITY HEALTH SERVICES	5	1990	1999	MEDLINE-WOS	mesh
COMMUNITY PARTICIPATION	5	1990	1999	MEDLINE-WOS	mesh
DIET	5	1990	1999	MEDLINE-WOS	mesh
DRUG INDUSTRY	5	1990	1999	MEDLINE-WOS	mesh
EMIGRATION AND IMMIGRATION	5	1990	1999	MEDLINE-WOS	mesh
ENGLAND	5	1990	1999	MEDLINE-WOS	mesh
EUROPEAN CONTINENTAL ANCESTRY GROUP	5	1990	1999	MEDLINE-WOS	mesh
EUTHANASIA	5	1990	1999	MEDLINE-WOS	mesh
EVIDENCE BASED MEDICINE	5	1990	1999	MEDLINE-WOS	mesh
HEALTH SURVEYS	5	1990	1999	MEDLINE-WOS	mesh
INFANT MORTALITY	5	1990	1999	MEDLINE-WOS	mesh
INJECTIONS	5	1990	1999	MEDLINE-WOS	mesh
INTERNSHIP AND RESIDENCY	5	1990	1999	MEDLINE-WOS	mesh
ISLAM	5	1990	1999	MEDLINE-WOS	mesh
JAPAN	5	1990	1999	MEDLINE-WOS	mesh
LANGUAGE	5	1990	1999	MEDLINE-WOS	mesh
MODELS PSYCHOLOGICAL	5	1990	1999	MEDLINE-WOS	mesh
MOTION PICTURES	5	1990	1999	MEDLINE-WOS	mesh
NEWSPAPERS AS TOPIC	5	1990	1999	MEDLINE-WOS	mesh
NURSES	5	1990	1999	MEDLINE-WOS	mesh
NURSING STAFF HOSPITAL	5	1990	1999	MEDLINE-WOS	mesh
OCCUPATIONAL HEALTH SERVICES	5	1990	1999	MEDLINE-WOS	mesh
PELVIC INFLAMMATORY DISEASE	5	1990	1999	MEDLINE-WOS	mesh
PHYSICIANS	5	1990	1999	MEDLINE-WOS	mesh
PHYSICIANS FAMILY	5	1990	1999	MEDLINE-WOS	mesh
PLANTS TOXIC	5	1990	1999	MEDLINE-WOS	mesh
POVERTY	5	1990	1999	MEDLINE-WOS	mesh
PROGRAM DEVELOPMENT	5	1990	1999	MEDLINE-WOS	mesh
PROSPECTIVE STUDIES	5	1990	1999	MEDLINE-WOS	mesh
RACE RELATIONS	5	1990	1999	MEDLINE-WOS	mesh
REGRESSION ANALYSIS	5	1990	1999	MEDLINE-WOS	mesh
SOCIAL CONTROL POLICIES	5	1990	1999	MEDLINE-WOS	mesh
SOCIAL VALUES	5	1990	1999	MEDLINE-WOS	mesh
SYMBOLISM	5	1990	1999	MEDLINE-WOS	mesh
TEACHING MATERIALS	5	1990	1999	MEDLINE-WOS	mesh
TIME FACTORS	5	1990	1999	MEDLINE-WOS	mesh
WORLD HEALTH ORGANIZATION	5	1990	1999	MEDLINE-WOS	mesh
ABORTION LEGAL	4	1990	1999	MEDLINE-WOS	mesh
ALCOHOLISM	4	1990	1999	MEDLINE-WOS	mesh
ANALYSIS OF VARIANCE	4	1990	1999	MEDLINE-WOS	mesh
ANXIETY	4	1990	1999	MEDLINE-WOS	mesh
BIOLOGICAL WARFARE	4	1990	1999	MEDLINE-WOS	mesh
CATHOLICISM	4	1990	1999	MEDLINE-WOS	mesh
CHI SQUARE DISTRIBUTION	4	1990	1999	MEDLINE-WOS	mesh
CLINICAL TRIALS AS TOPIC	4	1990	1999	MEDLINE-WOS	mesh
COMMERCE	4	1990	1999	MEDLINE-WOS	mesh
COMMUNICABLE DISEASE CONTROL	4	1990	1999	MEDLINE-WOS	mesh
DATABASES FACTUAL	4	1990	1999	MEDLINE-WOS	mesh
DECEPTION	4	1990	1999	MEDLINE-WOS	mesh
DRUG INFORMATION SERVICES	4	1990	1999	MEDLINE-WOS	mesh
DRUG UTILIZATION	4	1990	1999	MEDLINE-WOS	mesh
EGYPT	4	1990	1999	MEDLINE-WOS	mesh
ENVIRONMENT	4	1990	1999	MEDLINE-WOS	mesh
FAMILY PRACTICE	4	1990	1999	MEDLINE-WOS	mesh
FOLLOW UP STUDIES	4	1990	1999	MEDLINE-WOS	mesh
GROUP PROCESSES	4	1990	1999	MEDLINE-WOS	mesh
HEALTH SERVICES RESEARCH	4	1990	1999	MEDLINE-WOS	mesh
HIV SEROPOSITIVITY	4	1990	1999	MEDLINE-WOS	mesh
HOMICIDE	4	1990	1999	MEDLINE-WOS	mesh
INFANT NUTRITIONAL PHYSIOLOGICAL PHENOMENA	4	1990	1999	MEDLINE-WOS	mesh
JURISPRUDENCE	4	1990	1999	MEDLINE-WOS	mesh
LOGISTIC MODELS	4	1990	1999	MEDLINE-WOS	mesh
MALARIA	4	1990	1999	MEDLINE-WOS	mesh
MEDROXYPROGESTERONE ACETATE	4	1990	1999	MEDLINE-WOS	mesh
MILITARY PERSONNEL	4	1990	1999	MEDLINE-WOS	mesh
MODELS STATISTICAL	4	1990	1999	MEDLINE-WOS	mesh
MOTHERS	4	1990	1999	MEDLINE-WOS	mesh
MOUTH NEOPLASMS	4	1990	1999	MEDLINE-WOS	mesh
MULTIVARIATE ANALYSIS	4	1990	1999	MEDLINE-WOS	mesh
NATIONAL SOCIALISM	4	1990	1999	MEDLINE-WOS	mesh
NUTRITIONAL REQUIREMENTS	4	1990	1999	MEDLINE-WOS	mesh
PAPANICOLAOU TEST	4	1990	1999	MEDLINE-WOS	mesh
PHILOSOPHY	4	1990	1999	MEDLINE-WOS	mesh
PHYSICIAN S ROLE	4	1990	1999	MEDLINE-WOS	mesh
PHYSIOLOGY	4	1990	1999	MEDLINE-WOS	mesh
POPULATION DENSITY	4	1990	1999	MEDLINE-WOS	mesh
PREDICTIVE VALUE OF TESTS	4	1990	1999	MEDLINE-WOS	mesh
PRENATAL CARE	4	1990	1999	MEDLINE-WOS	mesh
PSYCHOLOGY ADOLESCENT	4	1990	1999	MEDLINE-WOS	mesh
PSYCHOLOGY CHILD	4	1990	1999	MEDLINE-WOS	mesh
PUBLIC RELATIONS	4	1990	1999	MEDLINE-WOS	mesh
QUALITY OF HEALTH CARE	4	1990	1999	MEDLINE-WOS	mesh
RAPE	4	1990	1999	MEDLINE-WOS	mesh
REFERRAL AND CONSULTATION	4	1990	1999	MEDLINE-WOS	mesh
REFUGEES	4	1990	1999	MEDLINE-WOS	mesh
RESIDENCE CHARACTERISTICS	4	1990	1999	MEDLINE-WOS	mesh
RETROSPECTIVE STUDIES	4	1990	1999	MEDLINE-WOS	mesh
RISK	4	1990	1999	MEDLINE-WOS	mesh
RURAL HEALTH	4	1990	1999	MEDLINE-WOS	mesh
SCHOOL HEALTH SERVICES	4	1990	1999	MEDLINE-WOS	mesh
SEX FACTORS	4	1990	1999	MEDLINE-WOS	mesh
SOCIETIES MEDICAL	4	1990	1999	MEDLINE-WOS	mesh
SPAIN	4	1990	1999	MEDLINE-WOS	mesh
STATE MEDICINE	4	1990	1999	MEDLINE-WOS	mesh
STERILIZATION TUBAL	4	1990	1999	MEDLINE-WOS	mesh
SUBSTANCE ABUSE INTRAVENOUS	4	1990	1999	MEDLINE-WOS	mesh
TOBACCO	4	1990	1999	MEDLINE-WOS	mesh
TOBACCO SMOKE POLLUTION	4	1990	1999	MEDLINE-WOS	mesh
TREATMENT OUTCOME	4	1990	1999	MEDLINE-WOS	mesh
TUBERCULOSIS	4	1990	1999	MEDLINE-WOS	mesh
UGANDA	4	1990	1999	MEDLINE-WOS	mesh
UNIVERSITIES	4	1990	1999	MEDLINE-WOS	mesh
UTERINE CERVICAL NEOPLASMS	4	1990	1999	MEDLINE-WOS	mesh
VACCINES	4	1990	1999	MEDLINE-WOS	mesh
VAGINAL SMEARS	4	1990	1999	MEDLINE-WOS	mesh
WORLD WAR II	4	1990	1999	MEDLINE-WOS	mesh
ZAMBIA	4	1990	1999	MEDLINE-WOS	mesh
ABORTIFACIENT AGENTS	3	1990	1999	MEDLINE-WOS	mesh
ABORTION CRIMINAL	3	1990	1999	MEDLINE-WOS	mesh
ABORTION SPONTANEOUS	3	1990	1999	MEDLINE-WOS	mesh
ADOLESCENT HEALTH SERVICES	3	1990	1999	MEDLINE-WOS	mesh
AGING	3	1990	1999	MEDLINE-WOS	mesh
AGRICULTURE	3	1990	1999	MEDLINE-WOS	mesh
ANIMAL WELFARE	3	1990	1999	MEDLINE-WOS	mesh
ASIA WESTERN	3	1990	1999	MEDLINE-WOS	mesh
BIRTH INTERVALS	3	1990	1999	MEDLINE-WOS	mesh
BISEXUALITY	3	1990	1999	MEDLINE-WOS	mesh
CALCIUM	3	1990	1999	MEDLINE-WOS	mesh
CALIFORNIA	3	1990	1999	MEDLINE-WOS	mesh
CHILE	3	1990	1999	MEDLINE-WOS	mesh
COITUS	3	1990	1999	MEDLINE-WOS	mesh
COMMUNITY HEALTH WORKERS	3	1990	1999	MEDLINE-WOS	mesh
COMPLEMENTARY THERAPIES	3	1990	1999	MEDLINE-WOS	mesh
CONGENITAL ABNORMALITIES	3	1990	1999	MEDLINE-WOS	mesh
CONSERVATION OF NATURAL RESOURCES	3	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL COMBINED	3	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL HORMONAL	3	1990	1999	MEDLINE-WOS	mesh
CUES	3	1990	1999	MEDLINE-WOS	mesh
DATA INTERPRETATION STATISTICAL	3	1990	1999	MEDLINE-WOS	mesh
DEPRESSIVE DISORDER	3	1990	1999	MEDLINE-WOS	mesh
DIETETICS	3	1990	1999	MEDLINE-WOS	mesh
DOMESTIC VIOLENCE	3	1990	1999	MEDLINE-WOS	mesh
DOSE RESPONSE RELATIONSHIP DRUG	3	1990	1999	MEDLINE-WOS	mesh
DRUG PRESCRIPTIONS	3	1990	1999	MEDLINE-WOS	mesh
EDUCATION NURSING	3	1990	1999	MEDLINE-WOS	mesh
EPILEPSY	3	1990	1999	MEDLINE-WOS	mesh
FACULTY	3	1990	1999	MEDLINE-WOS	mesh
FAMILY	3	1990	1999	MEDLINE-WOS	mesh
FAMILY PLANNING POLICY	3	1990	1999	MEDLINE-WOS	mesh
FEEDING BEHAVIOR	3	1990	1999	MEDLINE-WOS	mesh
FETUS	3	1990	1999	MEDLINE-WOS	mesh
GHANA	3	1990	1999	MEDLINE-WOS	mesh
GUIDELINES AS TOPIC	3	1990	1999	MEDLINE-WOS	mesh
HEMOPHILIA A	3	1990	1999	MEDLINE-WOS	mesh
HISPANIC AMERICANS	3	1990	1999	MEDLINE-WOS	mesh
HOMELESS PERSONS	3	1990	1999	MEDLINE-WOS	mesh
HOMOSEXUALITY MALE	3	1990	1999	MEDLINE-WOS	mesh
HOSPITALS TEACHING	3	1990	1999	MEDLINE-WOS	mesh
HYPNOSIS	3	1990	1999	MEDLINE-WOS	mesh
IMMUNIZATION SCHEDULE	3	1990	1999	MEDLINE-WOS	mesh
INCOME	3	1990	1999	MEDLINE-WOS	mesh
INSURANCE HEALTH	3	1990	1999	MEDLINE-WOS	mesh
INTERNATIONAL COOPERATION	3	1990	1999	MEDLINE-WOS	mesh
INTERNET	3	1990	1999	MEDLINE-WOS	mesh
JOURNALISM MEDICAL	3	1990	1999	MEDLINE-WOS	mesh
KENYA	3	1990	1999	MEDLINE-WOS	mesh
LEVONORGESTREL	3	1990	1999	MEDLINE-WOS	mesh
MARITAL STATUS	3	1990	1999	MEDLINE-WOS	mesh
MATERNAL CHILD HEALTH CENTERS	3	1990	1999	MEDLINE-WOS	mesh
MATERNAL HEALTH SERVICES	3	1990	1999	MEDLINE-WOS	mesh
MATERNAL MORTALITY	3	1990	1999	MEDLINE-WOS	mesh
MEDICINE TRADITIONAL	3	1990	1999	MEDLINE-WOS	mesh
MEN	3	1990	1999	MEDLINE-WOS	mesh
MEN S HEALTH	3	1990	1999	MEDLINE-WOS	mesh
MENSTRUATION	3	1990	1999	MEDLINE-WOS	mesh
MEXICO	3	1990	1999	MEDLINE-WOS	mesh
NONPRESCRIPTION DRUGS	3	1990	1999	MEDLINE-WOS	mesh
NORWAY	3	1990	1999	MEDLINE-WOS	mesh
NUTRITION ASSESSMENT	3	1990	1999	MEDLINE-WOS	mesh
ORGANIZATIONAL INNOVATION	3	1990	1999	MEDLINE-WOS	mesh
ORGANIZATIONAL POLICY	3	1990	1999	MEDLINE-WOS	mesh
PARENT CHILD RELATIONS	3	1990	1999	MEDLINE-WOS	mesh
PATIENT ADVOCACY	3	1990	1999	MEDLINE-WOS	mesh
PATIENT CARE TEAM	3	1990	1999	MEDLINE-WOS	mesh
PATIENT PARTICIPATION	3	1990	1999	MEDLINE-WOS	mesh
PATIENTS	3	1990	1999	MEDLINE-WOS	mesh
PATTERN RECOGNITION VISUAL	3	1990	1999	MEDLINE-WOS	mesh
POLAND	3	1990	1999	MEDLINE-WOS	mesh
PRACTICE GUIDELINES AS TOPIC	3	1990	1999	MEDLINE-WOS	mesh
PRISONERS	3	1990	1999	MEDLINE-WOS	mesh
PRIVATE SECTOR	3	1990	1999	MEDLINE-WOS	mesh
PROFESSIONAL COMPETENCE	3	1990	1999	MEDLINE-WOS	mesh
QUACKERY	3	1990	1999	MEDLINE-WOS	mesh
QUALITY CONTROL	3	1990	1999	MEDLINE-WOS	mesh
QUALITY OF LIFE	3	1990	1999	MEDLINE-WOS	mesh
RADIO	3	1990	1999	MEDLINE-WOS	mesh
REFERENCE VALUES	3	1990	1999	MEDLINE-WOS	mesh
REPRESSION PSYCHOLOGY	3	1990	1999	MEDLINE-WOS	mesh
RISK ASSESSMENT	3	1990	1999	MEDLINE-WOS	mesh
RURAL HEALTH SERVICES	3	1990	1999	MEDLINE-WOS	mesh
SAN FRANCISCO	3	1990	1999	MEDLINE-WOS	mesh
SCIENCE	3	1990	1999	MEDLINE-WOS	mesh
SELF CONCEPT	3	1990	1999	MEDLINE-WOS	mesh
SEX	3	1990	1999	MEDLINE-WOS	mesh
SEXUAL ABSTINENCE	3	1990	1999	MEDLINE-WOS	mesh
SEXUAL PARTNERS	3	1990	1999	MEDLINE-WOS	mesh
SIGNS AND SYMPTOMS	3	1990	1999	MEDLINE-WOS	mesh
SMOKING CESSATION	3	1990	1999	MEDLINE-WOS	mesh
SOCIAL CONDITIONS	3	1990	1999	MEDLINE-WOS	mesh
SOCIAL ENVIRONMENT	3	1990	1999	MEDLINE-WOS	mesh
SOCIAL RESPONSIBILITY	3	1990	1999	MEDLINE-WOS	mesh
SOCIAL SUPPORT	3	1990	1999	MEDLINE-WOS	mesh
SPEECH PERCEPTION	3	1990	1999	MEDLINE-WOS	mesh
STATISTICS AS TOPIC	3	1990	1999	MEDLINE-WOS	mesh
STREET DRUGS	3	1990	1999	MEDLINE-WOS	mesh
SUDAN	3	1990	1999	MEDLINE-WOS	mesh
SURVIVAL RATE	3	1990	1999	MEDLINE-WOS	mesh
TABOO	3	1990	1999	MEDLINE-WOS	mesh
TECHNOLOGY	3	1990	1999	MEDLINE-WOS	mesh
TRUTH DISCLOSURE	3	1990	1999	MEDLINE-WOS	mesh
TUBERCULOSIS PULMONARY	3	1990	1999	MEDLINE-WOS	mesh
URBAN HEALTH	3	1990	1999	MEDLINE-WOS	mesh
VASECTOMY	3	1990	1999	MEDLINE-WOS	mesh
VIETNAM	3	1990	1999	MEDLINE-WOS	mesh
WAR CRIMES	3	1990	1999	MEDLINE-WOS	mesh
WOMEN WORKING	3	1990	1999	MEDLINE-WOS	mesh
WORLD WAR I	3	1990	1999	MEDLINE-WOS	mesh
WOUND HEALING	3	1990	1999	MEDLINE-WOS	mesh
YUGOSLAVIA	3	1990	1999	MEDLINE-WOS	mesh
ZIMBABWE	3	1990	1999	MEDLINE-WOS	mesh
ABNORMALITIES DRUG INDUCED	2	1990	1999	MEDLINE-WOS	mesh
ABORTION APPLICANTS	2	1990	1999	MEDLINE-WOS	mesh
ADMINISTRATIVE PERSONNEL	2	1990	1999	MEDLINE-WOS	mesh
ALBERTA	2	1990	1999	MEDLINE-WOS	mesh
ANALGESICS OPIOID	2	1990	1999	MEDLINE-WOS	mesh
ANIMAL DISEASES	2	1990	1999	MEDLINE-WOS	mesh
ANOPHELES	2	1990	1999	MEDLINE-WOS	mesh
ANTHROPOLOGY CULTURAL	2	1990	1999	MEDLINE-WOS	mesh
ARTIFACTS	2	1990	1999	MEDLINE-WOS	mesh
ATTITUDE TO DEATH	2	1990	1999	MEDLINE-WOS	mesh
AUSTRIA	2	1990	1999	MEDLINE-WOS	mesh
BANGLADESH	2	1990	1999	MEDLINE-WOS	mesh
BELGIUM	2	1990	1999	MEDLINE-WOS	mesh
BEVERAGES	2	1990	1999	MEDLINE-WOS	mesh
BIOLOGICAL EVOLUTION	2	1990	1999	MEDLINE-WOS	mesh
BIOMEDICAL RESEARCH	2	1990	1999	MEDLINE-WOS	mesh
BLOOD TRANSFUSION	2	1990	1999	MEDLINE-WOS	mesh
BOLIVIA	2	1990	1999	MEDLINE-WOS	mesh
BOSNIA AND HERZEGOVINA	2	1990	1999	MEDLINE-WOS	mesh
BOTTLE FEEDING	2	1990	1999	MEDLINE-WOS	mesh
BRAIN	2	1990	1999	MEDLINE-WOS	mesh
BUFONIDAE	2	1990	1999	MEDLINE-WOS	mesh
BUFOTENIN	2	1990	1999	MEDLINE-WOS	mesh
BURNS	2	1990	1999	MEDLINE-WOS	mesh
CARDIOPULMONARY RESUSCITATION	2	1990	1999	MEDLINE-WOS	mesh
CASE CONTROL STUDIES	2	1990	1999	MEDLINE-WOS	mesh
CATTLE	2	1990	1999	MEDLINE-WOS	mesh
CENSUSES	2	1990	1999	MEDLINE-WOS	mesh
CENTERS FOR MEDICARE AND MEDICAID SERVICES U S	2	1990	1999	MEDLINE-WOS	mesh
CENTRAL AMERICA	2	1990	1999	MEDLINE-WOS	mesh
CHICAGO	2	1990	1999	MEDLINE-WOS	mesh
CHILD ABUSE	2	1990	1999	MEDLINE-WOS	mesh
CHILD ABUSE SEXUAL	2	1990	1999	MEDLINE-WOS	mesh
CHILD DEVELOPMENT	2	1990	1999	MEDLINE-WOS	mesh
CHIROPRACTIC	2	1990	1999	MEDLINE-WOS	mesh
CIVIL DEFENSE	2	1990	1999	MEDLINE-WOS	mesh
CIVIL DISORDERS	2	1990	1999	MEDLINE-WOS	mesh
CLINICAL PROTOCOLS	2	1990	1999	MEDLINE-WOS	mesh
COHORT STUDIES	2	1990	1999	MEDLINE-WOS	mesh
COLOMBIA	2	1990	1999	MEDLINE-WOS	mesh
COMPETITIVE BEHAVIOR	2	1990	1999	MEDLINE-WOS	mesh
COMPUTER ASSISTED INSTRUCTION	2	1990	1999	MEDLINE-WOS	mesh
COMPUTER COMMUNICATION NETWORKS	2	1990	1999	MEDLINE-WOS	mesh
CONCEPT FORMATION	2	1990	1999	MEDLINE-WOS	mesh
CONGRESSES AS TOPIC	2	1990	1999	MEDLINE-WOS	mesh
CONSUMER BEHAVIOR	2	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVE DEVICES MALE	2	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVES POSTCOITAL	2	1990	1999	MEDLINE-WOS	mesh
COOPERATIVE BEHAVIOR	2	1990	1999	MEDLINE-WOS	mesh
COST BENEFIT ANALYSIS	2	1990	1999	MEDLINE-WOS	mesh
COSTS AND COST ANALYSIS	2	1990	1999	MEDLINE-WOS	mesh
CULEX	2	1990	1999	MEDLINE-WOS	mesh
DECISION SUPPORT TECHNIQUES	2	1990	1999	MEDLINE-WOS	mesh
DEFICIENCY DISEASES	2	1990	1999	MEDLINE-WOS	mesh
DENMARK	2	1990	1999	MEDLINE-WOS	mesh
DENTAL CARIES	2	1990	1999	MEDLINE-WOS	mesh
DENTIST PATIENT RELATIONS	2	1990	1999	MEDLINE-WOS	mesh
DIAGNOSIS	2	1990	1999	MEDLINE-WOS	mesh
DIARRHEA	2	1990	1999	MEDLINE-WOS	mesh
DIETARY CARBOHYDRATES	2	1990	1999	MEDLINE-WOS	mesh
HUMANS	609	2000	2009	MEDLINE-WOS	mesh
FEMALE	252	2000	2009	MEDLINE-WOS	mesh
MALE	193	2000	2009	MEDLINE-WOS	mesh
ADULT	163	2000	2009	MEDLINE-WOS	mesh
PROPAGANDA	147	2000	2009	MEDLINE-WOS	mesh
UNITED STATES	106	2000	2009	MEDLINE-WOS	mesh
ADOLESCENT	100	2000	2009	MEDLINE-WOS	mesh
HEALTH KNOWLEDGE ATTITUDES PRACTICE	96	2000	2009	MEDLINE-WOS	mesh
MIDDLE AGED	85	2000	2009	MEDLINE-WOS	mesh
HISTORY 20TH CENTURY	84	2000	2009	MEDLINE-WOS	mesh
CHILD	74	2000	2009	MEDLINE-WOS	mesh
SURVEYS AND QUESTIONNAIRES	64	2000	2009	MEDLINE-WOS	mesh
MENTAL RECALL	48	2000	2009	MEDLINE-WOS	mesh
COMMUNICATION	47	2000	2009	MEDLINE-WOS	mesh
INTERNET	47	2000	2009	MEDLINE-WOS	mesh
HEALTH EDUCATION	45	2000	2009	MEDLINE-WOS	mesh
MASS MEDIA	44	2000	2009	MEDLINE-WOS	mesh
RISK FACTORS	44	2000	2009	MEDLINE-WOS	mesh
AGED	43	2000	2009	MEDLINE-WOS	mesh
ANIMALS	40	2000	2009	MEDLINE-WOS	mesh
POLITICS	37	2000	2009	MEDLINE-WOS	mesh
TOBACCO INDUSTRY	37	2000	2009	MEDLINE-WOS	mesh
ATTITUDE TO HEALTH	35	2000	2009	MEDLINE-WOS	mesh
SUGGESTION	35	2000	2009	MEDLINE-WOS	mesh
SMOKING	34	2000	2009	MEDLINE-WOS	mesh
CHILD PRESCHOOL	33	2000	2009	MEDLINE-WOS	mesh
HIV INFECTIONS	32	2000	2009	MEDLINE-WOS	mesh
PREGNANCY	32	2000	2009	MEDLINE-WOS	mesh
PATIENT EDUCATION AS TOPIC	31	2000	2009	MEDLINE-WOS	mesh
HEALTH PROMOTION	30	2000	2009	MEDLINE-WOS	mesh
INFORMATION DISSEMINATION	30	2000	2009	MEDLINE-WOS	mesh
RISK ASSESSMENT	29	2000	2009	MEDLINE-WOS	mesh
ATTITUDE OF HEALTH PERSONNEL	28	2000	2009	MEDLINE-WOS	mesh
PUBLIC HEALTH	27	2000	2009	MEDLINE-WOS	mesh
GERMANY	26	2000	2009	MEDLINE-WOS	mesh
MEMORY	26	2000	2009	MEDLINE-WOS	mesh
INFANT	25	2000	2009	MEDLINE-WOS	mesh
